site,text,type
opay,"By Femi Hanson
Products
May 10, 2021
Introducing OPay USSD Withdrawals
The all-new OPay USSD withdrawal makes it more convenient for customers to complete withdrawals with an OPay merchant.
SHARE THIS ARTICLE
We are excited to introduce a new, easier and innovative way for users to perform cash withdrawals from our merchants. OPay has a network of over 350,000 merchants nationwide which translate to having an in every neighbourhood. It makes it easier for customers to make withdrawals, pay bills and perform transactions on the go.
At OPay, we work closely with our merchants to ensure that everyone, despite any circumstance, has access to financial services. Hence, why we have introduced the OPay USSD Withdrawal service, this service makes it easy for individuals with little or no access to smartphones, the internet and debit cards to access financial services and make payments.
As a merchant, there will be unforeseen instances where your customers will need to withdraw cash at short notice, experience bank card issues or even forget/misplace their debit cards. The OPay USSD withdrawal feature will come to the rescue as an alternative means of performing transactions.
To use the OPay USSD withdrawal feature, select the USSD withdrawal option on your OPay POS terminal and input the amount the customer needs to withdraw. Retrieve the reference code for the initiated transaction and share it with the customer. The customer dials the USSD short code for their preferred bank on their mobile phones and inputs the reference code generated from the POS terminal to complete the transaction.
But that’s not all there is to it.
Here is all you need to know about this new feature;
The fundamentals, what it is and how it works.
USSD codes, unstructured supplementary service data (USSD) is a communication protocol available on GSM cellular networks to relay messages to the service provider’s computers. The USSD code is a service that allows you to perform transactions from the convenience of your phone without the use of the internet.
What are the limits of the USSD transaction? The USSD fund transfer channel allows transaction of up to 200,000 daily, depending on the customer’s Bank. The transaction can only be done using the mobile number registered to the user’s bank account. See below, transaction limit for each of the 17 banks OPay USSD withdrawal service supports.
How many banks does it support?
The OPay USSD withdrawal service allows transfers to 17 Nigerian banks.
Is this Service Secure?
The service is a safe, convenient and secure platform for transactions. Your customer will need to input his/her PIN to perform transaction. The authentication protocol helps to quell security concerns. The USSD withdrawal service can only be made on a mobile number registered with their preferred bank.",blog
opay,"By Femi Hanson
Merchant Network
May 10, 2021
Frequently Asked Questions About the OPay Merchant Referrals
What you should know about the OPay Merchant Referrals.
SHARE THIS ARTICLE
The merchant referral program is an easy way to invite potential merchant to the OPay Merchant Network to enjoy access to seamless and quick settlements on OPay. As an OPay merchant, you can refer as many merchants and earn rewards of at least N3,000 on every referral.
Who can refer Merchants?
Existing merchants on the OPay platform can refer friends and family members who are interested in becoming a Mobile Money Merchant.
How do I refer my friends and family?
Just share your merchant wallet number as your referral code, which you can find when you click on the settings icon on the top right corner of the app. The wallet number will appear as your account number.
Simply share your wallet number with your friends interested in becoming merchants and inform them to use your wallet number as a code when upgrading their OPay accounts to the Merchant level.
Who is a potential merchant?
A potential merchant is:
A new customer on OPay (i.e. has never created an OPay account)
Has a BVN and valid identification documents
Must be resided in Nigeria
What is considered a successful referral?
The referral is considered successful when:
The referred signs up to his OPay account
Upgraded from KYC 1 to KYC 2 and then Merchant Level
Request for an OPay POS
Perform transactions via the OPay App as a merchant
Once the referred merchant have completed the above steps and performed certain transactions with each POS type, i.e. mPOS — N500,000, Traditional POS — N1,500,000 and the android POS — N3,000,000. Your account will automatically be credited with a minimum of N3,000, depending on the transaction type.
Why have I not received my Reward?
Ensure the person you referred has completed the above section. Also, allow 7 working days for us to validate these actions and then will automatically be credited.
How many people can I refer?
There is no limit to the number of people you can refer to the OPay app. You can refer as many people and earn money on each referral you make.
How will I receive my reward?
Funds will automatically be deposited into your wallet; if you have a complaint or feel like you are owed a reward that is yet to be credited into your account, please get in touch with our merchant support team at agents@opay-inc.com.
Terms and conditions apply.",blog
opay,"By Femi Hanson
Merchant Network
May 10, 2021
Frequently Asked Questions About the OPay Merchant Loans
Here are a few things you should know about the OPay Merchant Loan.
SHARE THIS ARTICLE
What is OPay Merchant Loan?
OPay Merchant loan enables merchants to get access to quick loans of up to N5 million directly on the OPay app. OPay has partnered with Blue Ridge Microfinance Bank to aid the loan process.
What does 'partnered with Blue Ridge Microfinance Bank' for OPay Merchant Loans mean for you?
To help meet our Merchant’s cash flow needs, OPay offers two types of loans through our MFB partner (Blue Ridge Microfinance Bank). The loan agreement will be with Blue Ridge. However, the funds will be deposited into your OPay Merchant wallet, and repayments will be automatically be transferred to Blue Ridge.
In practice, you’ll request your funds in the OPay App and receive your funds and make your repayments from your OPay merchant wallet. OPay will handle all communications with Blue Ridge’s systems to create your loan, send the funds to your wallet and send your repayments to Blue Ridge.
What are the different types of loans available on the OPay Merchant Loans?
There are two types of loans available on the OPay Merchant Loans on OPay;
Short and Long-term loans.
How does a Short-term loan work?
Short-Term Loans will enable you to select a loan amount up to your pre-approved credit limit. The short-term loans are usually due by midnight on the day after the loan was paid into your wallet with a flat fee of 0.3%. As a merchant, you can access up to N1 million daily with the OPay merchant loan.
How does the Long-term loan work?
The long-term merchant loan gives you the option of borrowing funds within a 28–42 days timeframe, enabling you to select a loan amount up to your pre-approved credit limit.
How will I get the Loan when it has been approved?
Once your loan has been approved, you will get the agreed amount in your OPay wallet.
How can I Increase my loan limit?
You can increase your loan limit by actively using the OPay app or POS to perform transactions like; withdrawals, transfers and bill payments.
What are the interest rates and fees associated with OPay Merchant Loans?
The overall interest rates may vary from time to time as economic conditions and default trends change, but we aim to be as transparent as possible with the costs and fees associated with your Merchant Loans. We’ll publish them and be sure to notify you if they are changing in the future.
28–42 Day Loan
The interest fee for 28–42 day loans is dependent on your merchant level, which is defined by the status of your POS sales. Merchant levels will be updated once per calendar month, and once your merchant level changes, you can expect to see the interest fee updated for your next loan.
Also, if you’re unable to pay your loan in full by the due date, you’ll incur a weekly late fee beginning after a 7-day grace period. That also varies per your merchant level. That means that as you grow your OPay POS business, you’ll gain access to lower rates and additional capital!
How can I update my Merchant level?
There are different types of merchants on OPay; Regular, Gold, and Platinum. The Gold and Platinum merchant levels are defined by the OPay POS sales in a given calendar month. Once you pass a threshold in a given calendar month, you’ll be eligible for the lower rate and once merchant levels are updated in the following month. We’ll update the levels on the first business day of the next month.
We also know that businesses will see some fluctuation from month to month, so once you have reached the Gold or Platinum level, you’ll remain at that level until your production has dropped below the POS Sales Threshold for 2 consecutive calendar months. Once you increase your business production again — we’ll move you right back after 1 month above the set threshold.
How do I repay my OPay Merchant Loan?
Once you have received the funds for your OPay Merchant Loan, you’ll repay them any time. When you visit the 'My Account' page for your OPay Merchant Loans account, you’ll see any outstanding loans listed. You can simply click 'Repay' to see the options available for repayment.
Suppose your loan reaches the due date and has not yet been paid in full. In that case, OPay will begin to automatically deduct the remaining balance from your OPay merchant wallet until the amount owing is satisfied in full.
How much can I borrow?
Merchant Loans are only available once you’ve been using the OPay POS to perform transactions for at least 60 days to enable you to learn enough about your mobile money banking business and to determine credit limits.",blog
opay,"By Femi Hanson
Merchant Network
May 10, 2021
Six Easy Steps to Apply for the OPay Merchant Loan
Getting short-term loans of up to N1 million and long-term loans of N5 million has never been easier. 
SHARE THIS ARTICLE
Accessing Merchant loans on OPay comes with a 3% interest rate for short-term loans and up to 15% interest rate for long term loans. The more active you are on the OPay app, the lesser the interest charged for your loan. The new merchant loan feature on the OPay is as simple as ABC.
Follow these easy steps to access the OPay Merchants Loans;
Launch the OPay User App and update the app if you do not have the ‘Merchant Loan’ on your OPay homepage.
Click on ‘Merchant Loan.’
Review and agree to terms of service.
Click on ‘Merchant Loans Credit Limits.
Select the loan type you want to apply for and follow the process to complete the loan application.
Note: The Merchant Loan feature is only available in the OPay app and soon available within the OPay Merchant app.
Kickstart your dream business, take an OPay Merchant loan today.
Keep transacting as you do more with OPay.",blog
opay,"By Femi Hanson
Merchant Network
May 10, 2021
OPay Merchants: Enjoy Quick and Affordable loans on OPay
Getting more value as an OPay Merchant with access to quick and affordable loans. 
SHARE THIS ARTICLE
The OPay app keeps improving, and we keep finding new ways to support our outstanding merchants. We are excited to introduce our latest new feature, OPay Merchant loan. With OPay Merchant loans, merchants can now access up to N5 million to help grow and expand their business.
OPay Merchant Loans offers merchants short term loans of N2,500 up to N1,000,000 daily and long term loans of up to N5,000,000 for 28–42 days.
How Does it Work?
With an Android device and access to the updated OPay merchant app, you can apply and get access to up to N5 million loans with just a few clicks of a button. Amazing right? No collateral or guarantors required!
What is the Onboarding process for Merchants?
Merchants can click on the Merchant Credit icon in the OPay App.
You will get a notification to review and electronically agree to the Loan Agreement.
If approved, your credit limit will be communicated to you via the Merchant Loans account page.
Loan Repayment Process
Loans can be quickly repaid partially or in full for either a short term loan or long term loans. Here is how to repay your loan;
Click on the repay icon on the Merchant Credit feature.
You will be redirected to the wallet repayment page on the app.
Select payment methods from your wallet, other OPay account or an external card to complete your repayment process.
Get on board and start up your dream business with the OPay Merchant loan today.
Keep transacting as you do more with OPay.",blog
opay,"By Femi Hanson
Merchant Network
May 10, 2021
OPay Merchant: Refer New Merchants & Earn More with OPay
The OPay referral promo is on; merchants and merchants can now earn more money every time you refer a new OPay merchant. 
SHARE THIS ARTICLE
The OPay referral promo is on; merchants and merchants can now earn more money every time you refer a new OPay merchant.
The OPay Merchant Referral Promo is strictly for existing OPay merchants and new merchants.
The promo allows merchants to earn more income for their hard work and commitment to the platform and their businesses.
For every new merchant, you refer, you get your bonus paid automatically in your OPay wallet once your referred merchant completes the transaction limit within 60 days.
How to Refer Merchants and Earn
Speak to a potential business person about OPay and how they can get a POS terminal when they join OPay using your referral code.
Onboard a Merchant using your referral code which is your OPay wallet number.
The newly onboarded Merchant gets a POS machine and is expected to meet up with the transaction limit within 60 days.
Your OPay wallet gets credited automatically with a sum of N3000 once your referred Merchant has reached the transaction limit.
Keep referring more merchants and earn more money on OPay.
The OPay Merchant Referral promo is open just for you to earn more money in your business while encouraging others to join the OPay network. The more merchant s you refer, the more money you make on OPay.",blog
opay,"By Femi Hanson
Newsroom
May 10, 2021
OPay Shares Exciting Growth Plans for 2021 After A Successful Business Year
Nigerian payment and financial service company OPay has unveiled its growth plans for 2021 and beyond after achieving a successful business year. 
SHARE THIS ARTICLE
Nigerian payment and financial service company OPay has unveiled its growth plans for 2021 and beyond after achieving a successful business year.
At a press conference held on March 1, 2021, OPay’s senior executive team shared their '2020 Review and 2021 Update' agenda in Lagos.
The press briefing kicked off with business updates from the company presented by Joshua Yau, Managing VP for OPay in Nigeria.
Mr Yau notes that 'amidst the pandemic, lockdown, and global uncertainty, OPay had its most impactful and transformative year yet in 2020. As a payment company, it grew its total gross transaction value 4.5 times to over $2 billion in December. The point-of-sale (POS) terminals deployed in its mobile money agent and merchant network represented roughly 1/5 of offline payments in Nigeria by year-end. Its mobile wallets have more than 2 million wallets with balances, totalling over $17 million.' Country Manager Iniabasi Akpan provided a quick summary and review of OPay’s operations and performance in 2020, touching on how the company provided Nigerians convenient access to cash and job creation, driven by innovation.",blog
opay,"By Femi Hanson
May 10, 2021
Why we Built a New Super App for OPay users
Introducing OPay 4.0 app, find out new features with the updated OPay app.
SHARE THIS ARTICLE
We all desire an upgrade at every stage of our lives; an upgrade for us means doing better and even striving harder to make financial services even more accessible to Nigerians. So we began the new year by releasing an even better and seamless OPay app for our users.
When we started building the OPay app, we promised to give our users nothing but the best and ensure we offer users an even more fantastic experience while using the OPay app to perform transactions.
Over the past few months, we took a step back during the pandemic — to build, add unique new features, and improve the app’s existing features. It’s been an exciting couple of months for us at OPay. Our multicultural and diverse team based across Africa, Asia, and Europe collectively built the all-new OPay super app (4.0).
We are proud of the new app’s outcome and even more excited to share the latest features with you.
Wondering what the difference is?
Asides from the amazingly smoother interface, here are some new features to enjoy on the new app;
Connect with friends and family
Add up contacts on the go.
Make quick payment for your frequently used services.
Easy and smooth navigation
Commission tracking section
Card binding plus bonuses
What else can you do on the new OPay app?
Access low-interest loans
Savings and investments
Bill payments
And many more services.
The New OPay app is now better than Ever, Enjoy!",blog
opay,"By Femi Hanson
May 10, 2021
A Stool in the Lab
Our chief compliance officer, Olaniyi Alao, gives an overview of the key role compliance plays in building a successful product or service.
SHARE THIS ARTICLE
'If you are not at the table, you are likely on the menu.' -Anonymous
Compliance teams are not usually liked. We carry the burden of being the hated guys that love to say, 'No’, and also thrive with the badge of being 'snoopers'. The disdain is not restricted to the Product or the Marketing/Sales team as the 'love-hate' relationship extends to the IT guys too — when it comes to work-related relationship. The IT guys sometimes feel the Compliance guys are unappreciative and all they look forward to is saying, 'No, this cannot work'. A friend once asked if we were wired to say, No, especially when they feel we should be able to do this.
In building a product or providing a service in a regulated environment, it is essential to provide a stool to the Compliance Team in your construction stage. Do not worry, the Compliance Team can only join you on-site — we will wear the helmets (What’s the colour of the day?). At this stage when ideas are being mixed and flying around, you need someone focusing your attention on the guidelines that apply to such product or service. The amendments can come in here, and you would also be advised how we can make the product or service work without incurring the regulators’ wrath.
In the same vein, the IT guys cannot develop a Compliance tool if Compliance had no input. Everyone understands that you developed the idea. However, the Compliance team is the user. In development, stakeholders (especially Compliance) should be part of the board placing process.
The process should begin with Compliance in mind. Put it all on the table — 'we have this idea guys. how do we make it work?' I am not sure there is any Compliance team that is against the entity making profits. You likely have a Compliance team that does not want the profits to be coughed out in fines/sanctions. https://finbold.com/bank-fines-2020/.
With this, the cart is not placed before the horse. The Compliance Team would always provide you with reasons and regulations that do not align with such product or services — since the Compliance team is the team that runs around when the sanctions arrive. I tell people that the approach is usually wrong, hence why the 'Kings of No' would tell you, No!
Both parties need to convince one another and the focus has to be on the organisation.
Do we want to earn a quick buck and lose that to sanctions? Are we ready to put our reputation on the line and respond to a deluge of enquiries from partners?
Due to the adrenaline rush of finding a product that could 'change the game', it is sometimes tempting to forget the potential risks and focus so much on the benefits. It is therefore important to have someone who draws your attention to this during the building process.
Each product or service must have a balance of risks against benefits — take your spots Compliance and Products. Whilst the product team may have tidied the risks inherent in the products, it is usually possible to forget the channels of delivery of the products or the risks of third-party vendors — here comes due diligence. In addition, certain regulatory issues carry increased risk. For example, the new product or service may raise concerns about the fair treatment of or impact on consumers. What about the collection of data or Data Protection issues?
In conclusion, I believe it’s a matter of both parties listening to each other — the ringing question should be, 'how do we do this such that we do not lose?'
Eyes on the profit my friend!
Written by: Olaniyi Alao
Chief Compliance Officer",blog
opay,"By Femi Hanson
Life at OPay
May 10, 2021
How to Improve your Financial Status
These few tips an help improve your financial status.
SHARE THIS ARTICLE
2021 is moving quickly, in the twinkle of an eye and we are in the second month of the year. 2020 was a challenging, unforgettable and unpredictable year, and folks are still struggling with the cycle of debts or trying to bounce back from the festive period’s financial burden. Moving forward seems like a daunting task, especially during this pandemic period. However, with a little more discipline and making wise financial decisions, you can get back on track.
To shape or plan your financial goals, you have to be realistic, accountable, and disciplined.
Everyone wants to be financially stable, but the most frequently asked question. Remains, how?
Well, don’t be discouraged-you can improve your financial status if you take several small steps.
Draw out a plan
For everything you want to do, you need to develop a plan. Ask yourself, what do you want to achieve? What do you stand to gain if this works out? While planning, remember to give it a timeline or timeframe; this helps you stay committed and disciplined.
Automate Savings
This should be your top priority, especially if you don’t have a solid emergency fund yet. Make it the first bill you pay each payday by having a set amount transferred from your current account to your savings (automate your savings on OWealth or FlexiFixed). Don’t even think about this transaction; make sure it happens every payday.
Control your impulse spending
The biggest problem for many of us is impulse spending. Eating out, shopping and, online purchases is a significant financial drain, the biggest budget breaker for many, and a sure way to be in dire financial straits. With total control and discipline, your impulse spending can be limited and effectively minimized.
Evaluate your expenses, and live frugally
If you’ve never tracked your expenses, try a One Month Challenge. Then evaluate how you are spending your money, and see what you can cut out or reduce. Decide if each expense is necessary, then eliminate the unnecessary.
Personal finance rules will undoubtedly help you take control of your finance and improve your financial status in the long run.
Remember, you can save and earn up to 12% interest return with our savings products OWealth or FlexiFixed.
You can easily download the OPay app on your Google or the app store to start saving with OPay.",blog
opay,"By Femi Hanson
May 10, 2021
Traditional Banking Vs. Digital Banking
The Technology revolution has transformed our everyday lives, and the banking industry is not an exception.
SHARE THIS ARTICLE
The Technology revolution has transformed our everyday lives, and the banking industry is not an exception.
Banking itself has been in existence since the 1600s, perhaps even before that, in one form or the other. There has always been a means of performing basic transactions and exchanging money for goods and services from the days of cowries, coins down to the current naira notes we use in exchange for goods and services. Banks were created as a necessity to provide loans and credit as well as reduce exploitation by money lenders to the general public.
There is no doubt that digital disruption is no longer just a change in the ways of life but a shift towards a more convenient way of performing daily transactions.
Although some banks still perform the traditional banking method, it has been necessary to upgrade their mode of operation, hence introducing bank apps and the use of USSD codes for easy payments. Welcome to Digital!
Traditional banking can no longer be maintained if it does not update its services and adapt to the demands of increasingly digitized consumer profiles. Banks have also had to go through the digital transformation process and introduce digital banking elements to their services.
Traditional banking was, no doubt, a lifesaver. Back in the days, we had everything payment-related at the grip of our hands; so far, we visited the banks. At some point, it was the most convenient and reliable form of banking, but take a look at the world today, the world has gone digital over 112 million Nigerians now have access to the internet. Hence, bill payments and transfers are made within a snap of a finger with records to keep track of it all.
There is no doubt that Digital Banking is gaining more and more weight within the financial market, thereby attracting more customers and investors from all over the world.
Traditional Banking and Digital Banking are both titans. Still, with the advancement of technology, everyday Digital Banking is the trojan horse taking over the world. It is happening so fast that most people are beginning to let go of Traditional Banking entirely.
Digital Banking is why we now have a surge in new entrants in the Fintech ecosystem, making and creating a platform where the banked and unbanked can have access to easy and seamless financial services regardless of time and place.
About OPay
OPay, leading mobile money (MMO) and financial technology platform in Nigeria. It has a network of 350,000 merchants, 7 million registered app users, and an ever-increasing range of financial and related services for Nigerians. OPay launched its mobile payment service in August 2018, creating an infrastructure on which the company is now also adding new services. The merchant-centric mobile payment operation focuses on reaching the massive unbanked population of Nigeria.",blog
opay,"By Femi Hanson
Merchant Network
May 10, 2021
OPay Merchants: Cash Out with OPay this Festive Season
These are the services you can render to fetch you extra cash this festive season.
SHARE THIS ARTICLE
In the spirit of the festive season, we at OPay thought to put together a special package highlighting multiple ways to earn extra cash this season.
The year 2020, has been quite a challenging year for many, so we believe it’s only right we end the year on a high pedestal by allowing merchants to earn more to take care of their loved ones.
Here are some services you can render to your customers to help you earn more this holiday and the days to come;
Sabi Merchants
With OPay’s Sabi merchant you can earn 2% commission every month when customers save with you for six months. In addition to your monthly commission, you will also enjoy a 0.067% daily interest on your customer’s saving deposit.
Airtime E-PIN & Airtime Sales
As an OPay merchant this festive season, you can earn up to 4% commission weekly when you make airtime sales.
Cable TV
Quickly help your customers subscribe to their cable TVs and earn 1% commission weekly.
POS
OPay POS charge rate is the cheapest in the market. All transactions above N20,000 capped at N100 and just a 0.5% charge on all transactions below N20,000.
To get more visible in your area update your Nearby Merchant details on the app;
Launch the app
Click on Nearby Merchant
Enter your valid resident or shop address
Confirm and Submit details
Keep transacting and start cashing out with OPay.",blog
opay,"By Femi Hanson
Life at OPay
May 10, 2021
Introducing OPay Hackathon Experience 2020
Introducing the 48-Hour Hackathon session for the developer communities in Nigeria.
SHARE THIS ARTICLE
Introducing the 48-Hour Hackathon session for the developer communities in Nigeria.
We recently announced a new partnership with DevFest Lagos 2020, one of the largest developer gatherings in Sub-saharan Africa.
The event is scheduled to hold virtually on November 21, 2020.
We are thrilled to announce our first-ever 48-hour Hackathon session coming up on Friday, November 20 to Saturday, November 21.
The OPay Hackathon Experience 2020 themed 'Powering SME Payments' is opened to the developer communities in Nigeria. Participant of the 'OPay Hackathon Experience 2020' have the chance to take home the grand prize, a Google Pixel 4. There are also other prizes up for grabs, the runner up will receive N100,000 worth of data and third place will receive N50,000 worth of data from OPay.
'We are introducing OPay’s APIs to the Nigerian developers’ community to further facilitate small business payments solutions in the market. We aim to revolutionize the way businesses and consumers connect and transact through industry-leading capabilities in payment processing, digital wallets, card processing and cash solutions' says Dotun Adekunle, VP. Engineering and Products, OPay.
Do not miss the chance to participate in the OPay Hackathon Experience 2020. Interested developers can register ahead of the hackathon at opayweb.com/hackathon-registration",blog
opay,"By Femi Hanson
Products
May 10, 2021
The Beginners Guide to OPay
Here is a quick guide on everything you need to know about OPay and services rendered on the OPay app.
SHARE THIS ARTICLE
OPay is the leading mobile money (MMO) and financial technology platform in Nigeria. Currently, it has a network of 350,000 merchants, 5 million registered app users, and an ever-increasing range of financial and related services for Nigerians. OPay launched its mobile payment service in August 2018, creating an infrastructure on which the company can introduce other value-added services. The merchant-centric mobile payment operation focuses on reaching the massive unbanked population of Nigeria.
What you stand you gain when you join the OPay family
Easy and quick registration
Great user experience on the app
Offline mode of payment *955#
Mobile money merchants across all 36 states in Nigeria.
And lots more.
OPay offers various services, let me take you on a ride:
Bank Transfers
This is a core daily transaction. OPay makes this service more convenient for users where your first three bank transfers are free. Hence, you are charged zero naira for your first three transfers daily. Any transaction afterwards will be charged at N10 only.
Add Money
This feature helps you save your card details for easy payments whenever you need to top-up your wallet. The system saves your details with all privacy needed and makes it easy for you to save more than one card details, which means you get to do away with your card at home and transact on the go.
Airtime/Data
Buying airtime on the app gets you amazing discounts/vouchers/commission, data subscription to any network with ease.
Cable TV
Helping you stay entertained indoors. You can make cable tv subscriptions easily on the app with discount vouchers available.
Electricity
We help you stay connected to the light and stay out of the dark within seconds of using the OPay app to make payments.
Betting
There are multiple betting platforms on the OPay app where you can easily fund your betting wallets and enjoy discounts/vouchers on every top-up.
Savings
We give you the power to do more with your money, with OPay you can save and earn up to 12% per annum interest.
CreditMe
This service, in particular, is one we know you wouldn’t want to miss, you know how you want to buy airtime or send money to someone, and you do not have sufficient balance? This service will enable you to complete such a transaction even with an insufficient balance.
All these are some of the amazing services you get to enjoy when you join the platform. There are lots more we have to offer you, all you need to do is stay active and keep doing more with the OPay app.
OPay, an app that gives you the power to do more with your finances.",blog
opay,"By Femi Hanson
Products
May 10, 2021
Everything You Need To Know About KYC
The article illustrates everything you need to know about KYC and its importance when signing up on the OPay app.
SHARE THIS ARTICLE
Often time, we get questions like;
Why do you need my BVN?
Are you a Bank, why are you asking for my utility bill?
Why do you need my passport photograph?
All these questions are valid, especially with the rise in the number of fraudulent activities in the country. Note, OPay will never ask you to provide your PIN and OTP numbers. However, we will require your basic details such as your Name, Number and Email to complete your account registration.
What is KYC?
KYC means Know Your Customer.
KYC is an integral part of our user onboarding journey and helps us get to know the OPay app users better. Through the KYC process, identify our users and enable users to operate different levels of transactions on OPay.
KYC is a government regulation that requires financial institutions to obtain substantial information from its customers. As the leading Mobile Money operator OPay is expected to have records of some key information of our users, examples are; Verified Phone number, Verified Email Address, Full name, Date of Birth, Resident Address, Passport Photograph etc.
We ensure to get the basic information to enable new users to access the OPay wallet and start transacting.
The 4 KYC Levels on OPay
Unlike the bank where you need to physically present to open or register an account, here at OPay we make it possible for you to register and start using the app in the comfort of your homes, anywhere, anytime.
See below how to upgrade your account to each level;
When you sign-up on OPay, you are automatically placed on KYC 1, which is the lowest level of Know your customer (KYC) ranking. KYC Level 2
Why you should upgrade:
To be able to transfer up to N200,000 daily.
To be able to maintain a daily Balance Limit of N500,000
What you need to upgrade to KYC 2:
Full Name
Residential Address
BVN
Steps to upgrade to KYC2
Click on Account at the bottom right corner of your screen,
Click on your Name Details at the top of your screen,
Select upgrade to KYC 2
Fill the necessary details and enter your BVN (The BVN is a mandatory field as legally required by the Central Bank of Nigeria).
Your account will be upgraded instantly after you submit.
KYC Level 3
Why you should upgrade:
Unlimited Balance Limit
What you need to upgrade to KYC 3
Verified Residential Address
Proof of address: Utility Bill (you need to take a clear picture of your utility bill issued within the last 3 months and upload this unto our system using the app)
Means of Identification: National ID card, Voter’s card, International Passport or Driver’s License (please upload a clear picture or scan)
Passport Photograph (please upload a clear picture or scan)
Steps to upgrade to KYC 3
Enter your address of residence,
Upload a means of identification, (Voter’s card, National ID/Slip, International Passport, Driver’s license etc.)
Upload proof of residence (Utility bill, Waste bill etc.)
Passport photograph
Please note: Upgrade request to KYC level 3 or Agent could take up to 48hrs to be approved.
Need More Information?
Send us an email via ng-support@opay-inc.com, reach out to us via any one of our verified social media pages or call our hotline 018888329.",blog
opay,"By Femi Hanson
Newsroom
May 10, 2021
OPay Partners with DevFest Lagos 2020, Announces 48-Hour Hackathon
OPay Partners with DevFest Lagos 2020, Announces 48-Hour Hackathon
SHARE THIS ARTICLE
OPay is set to make a presentation at this year’s DevFest Lagos 2020, one of the largest developer gatherings in Sub-saharan Africa. Holding on November 21, 2020, this year’s virtual event will feature a breakout session titled 'Natural Language Processing' and will be hosted by OPay’s VP of Product and Engineering, Dotun Adekunle.
'It’s been an amazing 18 months for OPay. We believe this is a great opportunity to connect with some of the brightest minds in Nigeria’s tech ecosystem as we share our experiences on how our engineering team has contributed to OPay’s blitzscaling, Adekunle says.
OPay will also be hosting a 48-hour hackathon from Friday, November 20 to Saturday, November 22, 2020. The 'OPay Hackathon Experience 2020' which is open to Nigerian developers will focus powering SME payments.
'We are introducing OPay’s APIs to the Nigerian developers community to further facilitate small business payments solutions in the market. We aim to revolutionize the way businesses and consumers connect and transact through industry-leading capabilities in payment processing, digital wallets, card processing and cash solutions’, Adekunle adds.
Interested developers can register ahead of the hackathon at documentation.opayweb.com
About OPay OPay, a leading mobile money (MMO) and financial technology platform in Nigeria is dedicated to accelerating financial inclusion through technology. Currently, it has a network of 300,000 merchants, 5 million registered app users, and an ever-increasing range of financial and related services for Nigerians.
About DevFest DevFest is the most popular developer festival in the world. Its popularity has gotten it to become a ritual that must happen every year, as it brings several thousands of developers together in one place to learn, network and collaborate.",blog
opay,"By Femi Hanson
Merchant Network
May 10, 2021
Introducing Airtime Commission to OPay Merchants
Earn more money with the OPay Airtime Commission
SHARE THIS ARTICLE
OPay! An app that serves you as a means to earn more.
If it’s only about money, we are hopeless. If it’s about people we are hopeful. Maxime Lagacé
At OPay, we are hopeful, because we are all about our users and their ability to do more and make more money with the super app.
In lieu of making the system more favourable and exciting for all OPay merchants, we’ve decided to make a difference by providing merchants with more incentives for airtime sales. Starting from today OPay merchants can enjoy weekly commission for airtime sales performed on the merchant app or POS terminal.
The new Airtime commission will earn you up to 4% commission that will be paid into your OPay wallet weekly.
The more sales you make, the more commission you earn.
Keep transacting as you do more with OPay!
For more inquiries reach out to the OPay customer service team via ng-support@opay-inc.com.",blog
opay,"By Femi Hanson
May 07, 2021
Introducing OPay Day
Introducing OPay Day, A special day for our merchants.
SHARE THIS ARTICLE
A Special Day For Our Merchants.
One of the guiding principles behind OPay is ensuring all merchants have the tools needed to seamlessly and successfully run their business.
At OPay, we recognize and appreciate the efforts put in daily by our merchants to achieve our goal of deepening financial inclusion in the country. Hence, why our management and merchant support team have worked tirelessly to bring the OPay to life.
We have set aside this special day to celebrate you for your outstanding performance during these trying times.
The OPay day is all about doing more with OPay and making more money to impact your merchant business. OPay Day is getting closer, watch out for details on how you can benefit from this special day. Make sure you spread the word to other merchants, so everyone can benefit from the OPay day.
While waiting, remember all OPay POS transactions charges above N20,0000 are capped at N100. Start performing large transactions today to make more money with OPay.",blog
